height,time,proposer_address,next_proposer_address,num_txs
32413090,2025-03-28 02:52:21.817843051+00:00,7341E970B9B3EFF82B2060D3469FC50D7AF04146,Unknown,2
32413091,2025-03-28 02:52:23.003926345+00:00,66B69666EBF776E7EBCBE197ABA466A712E27076,7341E970B9B3EFF82B2060D3469FC50D7AF04146,0
32413092,2025-03-28 02:52:24.083053782+00:00,15FEC10416E359CC1DDB424C69166B2671F25148,66B69666EBF776E7EBCBE197ABA466A712E27076,5
32413093,2025-03-28 02:52:26.238603905+00:00,A16E480524D636B2DA2AD18483327C2E10A5E8A0,15FEC10416E359CC1DDB424C69166B2671F25148,2
32413094,2025-03-28 02:52:28.512802387+00:00,9F8EC2EF581CE25630C819F19B5484039E748D1A,A16E480524D636B2DA2AD18483327C2E10A5E8A0,1
32413095,2025-03-28 02:52:29.719490652+00:00,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,9F8EC2EF581CE25630C819F19B5484039E748D1A,0
32413096,2025-03-28 02:52:30.878960177+00:00,E12CEF3871B9595EF15401EED2466E9310E4816B,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,6
32413097,2025-03-28 02:52:33.159721013+00:00,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,E12CEF3871B9595EF15401EED2466E9310E4816B,0
32413098,2025-03-28 02:52:34.223309194+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,2
32413099,2025-03-28 02:52:35.352065495+00:00,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,CB5A63B91E8F4EE8DB935942CBE25724636479E0,1
32413100,2025-03-28 02:52:36.654041402+00:00,04446DA0BCC4310003F97B1BED07AB2ABEC6FEA7,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,1
32413101,2025-03-28 02:52:37.856463588+00:00,E03B985E6C8905E184D88C995CC632AA278981EB,04446DA0BCC4310003F97B1BED07AB2ABEC6FEA7,2
32413102,2025-03-28 02:52:38.975106432+00:00,581439A49C2D4EF6F736F90670C341B9B01D864E,E03B985E6C8905E184D88C995CC632AA278981EB,2
32413103,2025-03-28 02:52:40.062478289+00:00,C8969171F9B5A3354C712A20F007CDE0648C990F,581439A49C2D4EF6F736F90670C341B9B01D864E,4
32413104,2025-03-28 02:52:41.110529594+00:00,71DF8D9879C20563A4E2ABEDA95CD1FC57DBF6AA,C8969171F9B5A3354C712A20F007CDE0648C990F,7
32413105,2025-03-28 02:52:42.375131283+00:00,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,71DF8D9879C20563A4E2ABEDA95CD1FC57DBF6AA,0
32413106,2025-03-28 02:52:43.557538097+00:00,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,0
32413107,2025-03-28 02:52:48.853141346+00:00,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,0
32413108,2025-03-28 02:52:50.002389206+00:00,9D0281786872D3BBE53C58FBECA118D86FA82177,4B56B7D3FB47183A3CED7AE24C9AA0F0DEB0BB04,2
32413109,2025-03-28 02:52:51.096929801+00:00,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,9D0281786872D3BBE53C58FBECA118D86FA82177,7
32413110,2025-03-28 02:52:52.292185161+00:00,7E0ED7689B65C345D1C817C5B0332FD132DE5875,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,1
32413111,2025-03-28 02:52:53.318296212+00:00,26F7777BD52918AE71801022B0E2DEED97DDD504,7E0ED7689B65C345D1C817C5B0332FD132DE5875,1
32413112,2025-03-28 02:52:54.330900150+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,26F7777BD52918AE71801022B0E2DEED97DDD504,3
32413113,2025-03-28 02:52:55.433945161+00:00,76F706AE73A8251652BC72CB801E4294E2135AFB,CB5A63B91E8F4EE8DB935942CBE25724636479E0,1
32413114,2025-03-28 02:52:56.697802534+00:00,40C48839CD487D8A13D65955B7FC6C4F560D8F72,76F706AE73A8251652BC72CB801E4294E2135AFB,2
32413115,2025-03-28 02:52:57.878593110+00:00,AB55E9D9EA6B589C3E9EF7D84458285EC28CE5E9,40C48839CD487D8A13D65955B7FC6C4F560D8F72,0
32413116,2025-03-28 02:52:59.016696672+00:00,583AE736E67DF9D72FE87B9AA7D3210D3B4B0E5A,AB55E9D9EA6B589C3E9EF7D84458285EC28CE5E9,3
32413117,2025-03-28 02:53:00.095272153+00:00,D82343FCD5A74969C0B48457D70E8D55D8F6B801,583AE736E67DF9D72FE87B9AA7D3210D3B4B0E5A,1
32413118,2025-03-28 02:53:01.291068892+00:00,72B1489EFB57A680577A838A5BAAEBE162A7C802,D82343FCD5A74969C0B48457D70E8D55D8F6B801,4
32413119,2025-03-28 02:53:02.532869171+00:00,A06B5B682B425AD206A35CAF246FD70DD098E506,72B1489EFB57A680577A838A5BAAEBE162A7C802,1
32413120,2025-03-28 02:53:04.614201515+00:00,66B69666EBF776E7EBCBE197ABA466A712E27076,A06B5B682B425AD206A35CAF246FD70DD098E506,1
32413121,2025-03-28 02:53:05.726842320+00:00,DBCD765DB2640631946C1393BA255876C76DA38E,66B69666EBF776E7EBCBE197ABA466A712E27076,2
32413122,2025-03-28 02:53:06.813232689+00:00,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,DBCD765DB2640631946C1393BA255876C76DA38E,1
32413123,2025-03-28 02:53:07.882150107+00:00,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,2
32413124,2025-03-28 02:53:08.989527390+00:00,2022FE8CC49E48630C76160E11A880459219D244,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,1
32413125,2025-03-28 02:53:10.100761112+00:00,39327692C258A57970EF53F0AA4D3C00F95988B8,2022FE8CC49E48630C76160E11A880459219D244,4
32413126,2025-03-28 02:53:11.268335338+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,39327692C258A57970EF53F0AA4D3C00F95988B8,2
32413127,2025-03-28 02:53:12.439892065+00:00,51D7D05A659208A6576190AEBBE8F07603851515,CB5A63B91E8F4EE8DB935942CBE25724636479E0,1
32413128,2025-03-28 02:53:13.527113397+00:00,8E0545B1222E7B5C85CE69EDC78F280CB2B79D18,51D7D05A659208A6576190AEBBE8F07603851515,0
32413129,2025-03-28 02:53:14.665653697+00:00,63481F6DCAAF733D2FC953A335C2200EE190862C,8E0545B1222E7B5C85CE69EDC78F280CB2B79D18,2
32413130,2025-03-28 02:53:15.755834408+00:00,99063B919404B6950A79A6A31E370378FE07020D,63481F6DCAAF733D2FC953A335C2200EE190862C,2
32413131,2025-03-28 02:53:16.886177222+00:00,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,99063B919404B6950A79A6A31E370378FE07020D,1
32413132,2025-03-28 02:53:18.181250207+00:00,3519556AE84C5DCBCF6FDAF05FB644E40FF93C37,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,4
32413133,2025-03-28 02:53:19.396200776+00:00,138FD9AB7ABE0BAED14CA7D41D885B78052A4AA1,3519556AE84C5DCBCF6FDAF05FB644E40FF93C37,0
32413134,2025-03-28 02:53:20.696607157+00:00,943547CACB29C55797E121ACB4E586C49D9D39FD,138FD9AB7ABE0BAED14CA7D41D885B78052A4AA1,1
32413135,2025-03-28 02:53:21.731317176+00:00,8014BA212ED388597510D064258F5E30AA30D591,943547CACB29C55797E121ACB4E586C49D9D39FD,22
32413136,2025-03-28 02:53:22.758738378+00:00,95B002DE67707313D123D06492F1A7A58478E546,8014BA212ED388597510D064258F5E30AA30D591,11
32413137,2025-03-28 02:53:23.863536369+00:00,F9A968A405FB0429410AE5165E5F2193271E678A,95B002DE67707313D123D06492F1A7A58478E546,1
32413138,2025-03-28 02:53:25.034843922+00:00,AF195943E44FE1D6250076B8BC1910EABC85F1F2,F9A968A405FB0429410AE5165E5F2193271E678A,2
32413139,2025-03-28 02:53:26.502461415+00:00,768A82700E3046E6DAF849664579E649597CC1B4,AF195943E44FE1D6250076B8BC1910EABC85F1F2,1
32413140,2025-03-28 02:53:27.530961141+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,768A82700E3046E6DAF849664579E649597CC1B4,0
32413141,2025-03-28 02:53:28.700416577+00:00,A16E480524D636B2DA2AD18483327C2E10A5E8A0,CB5A63B91E8F4EE8DB935942CBE25724636479E0,0
32413142,2025-03-28 02:53:30.952950232+00:00,9CBEC8CBD4ED3AAD4BB2B0346EFC86A6C41F9160,A16E480524D636B2DA2AD18483327C2E10A5E8A0,0
32413143,2025-03-28 02:53:32.084768121+00:00,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,9CBEC8CBD4ED3AAD4BB2B0346EFC86A6C41F9160,0
32413144,2025-03-28 02:53:33.166517859+00:00,0F8C8B45D09F25CD279CFA53C01B9BA7A3FC616E,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,4
32413145,2025-03-28 02:53:34.441168759+00:00,B8F1AF47FFA04DF92975F4CDB2837D6E6B00E401,0F8C8B45D09F25CD279CFA53C01B9BA7A3FC616E,1
32413146,2025-03-28 02:53:35.792672941+00:00,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,B8F1AF47FFA04DF92975F4CDB2837D6E6B00E401,3
32413147,2025-03-28 02:53:37.039302022+00:00,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,2
32413148,2025-03-28 02:53:38.262671643+00:00,66B69666EBF776E7EBCBE197ABA466A712E27076,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,1
32413149,2025-03-28 02:53:39.308652761+00:00,7EDB006522610C58283E30644A14F27BCC0D32ED,66B69666EBF776E7EBCBE197ABA466A712E27076,1
32413150,2025-03-28 02:53:40.377710419+00:00,72B1489EFB57A680577A838A5BAAEBE162A7C802,7EDB006522610C58283E30644A14F27BCC0D32ED,4
32413151,2025-03-28 02:53:41.545541851+00:00,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,72B1489EFB57A680577A838A5BAAEBE162A7C802,5
32413152,2025-03-28 02:53:42.797640630+00:00,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,6E705424231DCEEC337EB451BC4C1D2C5FBA48C9,3
32413153,2025-03-28 02:53:43.944292747+00:00,7C5AA87E5203C66EA35C64262F576EDD29BAD980,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,3
32413154,2025-03-28 02:53:45.008841727+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,7C5AA87E5203C66EA35C64262F576EDD29BAD980,1
32413155,2025-03-28 02:53:46.169333763+00:00,D82343FCD5A74969C0B48457D70E8D55D8F6B801,CB5A63B91E8F4EE8DB935942CBE25724636479E0,0
32413156,2025-03-28 02:53:47.303278288+00:00,5FECEC9408A2710833F2F7D848339462C29C1444,D82343FCD5A74969C0B48457D70E8D55D8F6B801,1
32413157,2025-03-28 02:53:48.482390868+00:00,9D0281786872D3BBE53C58FBECA118D86FA82177,5FECEC9408A2710833F2F7D848339462C29C1444,0
32413158,2025-03-28 02:53:49.629585739+00:00,7341E970B9B3EFF82B2060D3469FC50D7AF04146,9D0281786872D3BBE53C58FBECA118D86FA82177,0
32413159,2025-03-28 02:53:50.854916558+00:00,2712CF68AF6982B4BD7536B94CDD0D104A0313F4,7341E970B9B3EFF82B2060D3469FC50D7AF04146,1
32413160,2025-03-28 02:53:52.042740067+00:00,C71EF3C044998473B4CECCAE99771976F198D4A5,2712CF68AF6982B4BD7536B94CDD0D104A0313F4,4
32413161,2025-03-28 02:53:54.145368715+00:00,3E88E7C54F64642A98B2E1DDD5BDBA48794F06C7,C71EF3C044998473B4CECCAE99771976F198D4A5,1
32413162,2025-03-28 02:53:55.317008296+00:00,5E809E91EAB69D385784D191140E9C8CF6DD1037,3E88E7C54F64642A98B2E1DDD5BDBA48794F06C7,0
32413163,2025-03-28 02:53:56.532060015+00:00,E5CBA199E045E7036711D814E57E2B66C3CC0391,5E809E91EAB69D385784D191140E9C8CF6DD1037,1
32413164,2025-03-28 02:53:57.742431124+00:00,2022FE8CC49E48630C76160E11A880459219D244,E5CBA199E045E7036711D814E57E2B66C3CC0391,0
32413165,2025-03-28 02:53:58.775764808+00:00,68A393C7ED496871150C0A7CAD0CAC09B8E458FB,2022FE8CC49E48630C76160E11A880459219D244,1
32413166,2025-03-28 02:54:00.974352439+00:00,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,68A393C7ED496871150C0A7CAD0CAC09B8E458FB,2
32413167,2025-03-28 02:54:02.043765378+00:00,5B154E93F7508F0E2464BB0F310DE6DF2B1E07E6,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,1
32413168,2025-03-28 02:54:03.298020071+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,5B154E93F7508F0E2464BB0F310DE6DF2B1E07E6,5
32413169,2025-03-28 02:54:04.459781984+00:00,F3F55DA24BB47DA60B0FB71EC1A9C9274BCEEDB2,CB5A63B91E8F4EE8DB935942CBE25724636479E0,3
32413170,2025-03-28 02:54:05.464926084+00:00,71DF8D9879C20563A4E2ABEDA95CD1FC57DBF6AA,F3F55DA24BB47DA60B0FB71EC1A9C9274BCEEDB2,0
32413171,2025-03-28 02:54:06.688639887+00:00,97AFE45395B74E784C88D45E5CCA2995019FAE08,71DF8D9879C20563A4E2ABEDA95CD1FC57DBF6AA,3
32413172,2025-03-28 02:54:07.784782252+00:00,9E7CAE009EFFF4D163F3FB8781A07B25C2B10B32,97AFE45395B74E784C88D45E5CCA2995019FAE08,2
32413173,2025-03-28 02:54:08.791097915+00:00,C8969171F9B5A3354C712A20F007CDE0648C990F,9E7CAE009EFFF4D163F3FB8781A07B25C2B10B32,2
32413174,2025-03-28 02:54:09.856904294+00:00,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,C8969171F9B5A3354C712A20F007CDE0648C990F,0
32413175,2025-03-28 02:54:11.016558722+00:00,66B69666EBF776E7EBCBE197ABA466A712E27076,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,3
32413176,2025-03-28 02:54:12.072104778+00:00,7EF244868C304AA5B34889372E2DF874AFD635CD,66B69666EBF776E7EBCBE197ABA466A712E27076,2
32413177,2025-03-28 02:54:13.209013693+00:00,16A169951A878247DBE258FDDC71638F6606D156,7EF244868C304AA5B34889372E2DF874AFD635CD,1
32413178,2025-03-28 02:54:14.382412662+00:00,D4C41C1E17E9321D067BA4E3E476E766B2C2C2BD,16A169951A878247DBE258FDDC71638F6606D156,1
32413179,2025-03-28 02:54:15.565453180+00:00,51D7D05A659208A6576190AEBBE8F07603851515,D4C41C1E17E9321D067BA4E3E476E766B2C2C2BD,1
32413180,2025-03-28 02:54:16.634636536+00:00,7D53D76F2DB86BE30A9B26CADEA69078531AB9BB,51D7D05A659208A6576190AEBBE8F07603851515,3
32413181,2025-03-28 02:54:17.773170037+00:00,A06B5B682B425AD206A35CAF246FD70DD098E506,7D53D76F2DB86BE30A9B26CADEA69078531AB9BB,2
32413182,2025-03-28 02:54:19.861519646+00:00,DA4AF19A378C09B54C26C3467CB0ADF889292954,A06B5B682B425AD206A35CAF246FD70DD098E506,0
32413183,2025-03-28 02:54:20.949111547+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,DA4AF19A378C09B54C26C3467CB0ADF889292954,2
32413184,2025-03-28 02:54:22.116924960+00:00,72B1489EFB57A680577A838A5BAAEBE162A7C802,CB5A63B91E8F4EE8DB935942CBE25724636479E0,0
32413185,2025-03-28 02:54:23.241257874+00:00,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,72B1489EFB57A680577A838A5BAAEBE162A7C802,4
32413186,2025-03-28 02:54:27.540280116+00:00,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,0
32413187,2025-03-28 02:54:28.532462209+00:00,6239A498C22DF3EC3FB0CA2F96D15535F6F3387A,04C83AA20F7563BBCBCF6AA150EF6B0C81808DAA,2
32413188,2025-03-28 02:54:29.682613760+00:00,DBCD765DB2640631946C1393BA255876C76DA38E,6239A498C22DF3EC3FB0CA2F96D15535F6F3387A,0
32413189,2025-03-28 02:54:30.788670312+00:00,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,DBCD765DB2640631946C1393BA255876C76DA38E,0
32413190,2025-03-28 02:54:31.990622899+00:00,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,1
32413191,2025-03-28 02:54:33.059046668+00:00,A16E480524D636B2DA2AD18483327C2E10A5E8A0,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,1
32413192,2025-03-28 02:54:35.333742220+00:00,F9A968A405FB0429410AE5165E5F2193271E678A,A16E480524D636B2DA2AD18483327C2E10A5E8A0,0
32413193,2025-03-28 02:54:36.477757643+00:00,B0B35FED40DAA5FF9D4BC685C75925187F622119,F9A968A405FB0429410AE5165E5F2193271E678A,1
32413194,2025-03-28 02:54:37.616841416+00:00,D82343FCD5A74969C0B48457D70E8D55D8F6B801,B0B35FED40DAA5FF9D4BC685C75925187F622119,2
32413195,2025-03-28 02:54:38.787901920+00:00,46DEA137CFB10BC419B2577AA9A58718680E18BA,D82343FCD5A74969C0B48457D70E8D55D8F6B801,1
32413196,2025-03-28 02:54:39.982099427+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,46DEA137CFB10BC419B2577AA9A58718680E18BA,3
32413197,2025-03-28 02:54:41.113284328+00:00,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CB5A63B91E8F4EE8DB935942CBE25724636479E0,11
32413198,2025-03-28 02:54:46.422472111+00:00,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,1
32413199,2025-03-28 02:54:47.506382690+00:00,5F999A4BE254869925A7F2FEA04D7B3B836CFF0B,CDC018822747024BEAFD10A45ABECC7AC19CBAB0,4
32413200,2025-03-28 02:54:48.858859265+00:00,39327692C258A57970EF53F0AA4D3C00F95988B8,5F999A4BE254869925A7F2FEA04D7B3B836CFF0B,5
32413201,2025-03-28 02:54:50.018813679+00:00,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,39327692C258A57970EF53F0AA4D3C00F95988B8,1
32413202,2025-03-28 02:54:51.200487367+00:00,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,40CC723314B6EBB93B49FBD9D330EEC8B4641CAB,3
32413203,2025-03-28 02:54:52.509364896+00:00,66B69666EBF776E7EBCBE197ABA466A712E27076,0CEB917DE4DF1C4B4F8EDFC4ACE6FD6D39F1E61E,3
32413204,2025-03-28 02:54:53.607218159+00:00,20EFE186DA91A00AC7F042CD6CB6A1E882C583C7,66B69666EBF776E7EBCBE197ABA466A712E27076,0
32413205,2025-03-28 02:54:55.353225805+00:00,68275C37CFF86BB53D29D6237AD370E8FD5097FC,20EFE186DA91A00AC7F042CD6CB6A1E882C583C7,0
32413206,2025-03-28 02:54:56.614572031+00:00,9D0281786872D3BBE53C58FBECA118D86FA82177,68275C37CFF86BB53D29D6237AD370E8FD5097FC,1
32413207,2025-03-28 02:54:57.744663626+00:00,2022FE8CC49E48630C76160E11A880459219D244,9D0281786872D3BBE53C58FBECA118D86FA82177,1
32413208,2025-03-28 02:54:58.844074184+00:00,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,2022FE8CC49E48630C76160E11A880459219D244,4
32413209,2025-03-28 02:55:00.164654351+00:00,C02F531D9BBBA4907511EF2680421CE714A11E3B,966FD89B1DB51535F2D898CF9B0F14DA374EFB96,10
32413210,2025-03-28 02:55:01.471292189+00:00,CB5A63B91E8F4EE8DB935942CBE25724636479E0,C02F531D9BBBA4907511EF2680421CE714A11E3B,2
