proposer_address,count,avg_interval,speed_score
02D49D26C87ED7DC1E38D7BFE5B7FCDF5A3A3164,2,10.193530634999998,0.09810143666674723
2A3D40C3E7CE8D6B55077335CAB141C2E11AC254,10,10.2050834705,0.09799037929387998
9C4CC8543DC684948490681118957942B29A9200,2,10.2051570995,0.09798967230489719
A8F38FCB39B580C4B856DCAED882D504A216EE00,2,10.228940541,0.09776183525476219
06BE03F1B334FC3F7947D0D031F7DFA568005BD4,2,10.233741883,0.09771596855116811
466D1236B8C77925B25219E4FFE34DD069351847,1,10.248082087,0.09757923399818684
44C395A4A96C6D1A450ED33B5A8DDB359CEFED36,10,10.251788938299999,0.09754395120875604
671D816776E8C7FAE18DC122FB6DC231956C6D48,5,10.2600454558,0.09746545512960669
3965C223E13AC66F8175C86E657D396C711964B7,4,10.300638272499999,0.09708136268310068
77BE23139B650D69EDE7985B31FD7B1CEE9CA7D3,4,10.3024551185,0.09706424230903093
718160E3538E0B0ED83D3B3DC4ECE83809FCD107,4,10.316159691500001,0.09693529665151945
2A1B3FEE6B29EA1828D427F0E5C3887CB7E64487,4,10.428335287500001,0.09589258231835499
D7076D16C2E91E0EB16753575AC3CEE3057781C0,2,10.451621999,0.09567892907872853
F42C7E49DF4F4D0993237959518415E473792392,2,10.464188890500001,0.09556402416510831
F1961EEE75E5A1C8A11A5BF72FB368B990BDD289,2,10.535636442000001,0.09491595552913441
5295664886565F43A3074140551A755872BF6FFD,10,10.568284502900001,0.09462273652129577
2C4E108C3F09CF9B8B1515D3B26D50E332D86E3B,2,10.681742484,0.09361768470807856
616A45478336B92583CFE29E8EE942802DE69EAE,1,10.807574686,0.09252769738389018
7EA986D8723587F5E653C0DF785FCFCE39238785,1,10.899475165,0.09174753690995725
1A4B644C16A4A1904618F8D3C0F6A67223038390,7,12.24322195242857,0.08167784623079871
