proposer_address,count,avg_interval,speed_score
C4EF42D72D69F4B58FFE2A58DB1335269842AC43,2,7.9336828939999995,0.1260448663452719
DC0802AD3262ECD784CE339D87073C836E31C69E,2,8.0753297245,0.12383395280641832
5D673308CA2B45E5222303836D833E0F70B1F9B0,2,8.080168577,0.1237597941763833
913834357F92E577CDC02B1E682C65E86D016AE5,2,8.5147391535,0.11744340982999438
5C78A0762F13B0B2A793E82D1A178EB45642234D,4,9.08924173725,0.11002017868022461
3C70D8336DEE739BDF2D1C5A0FCA0A88B87B9A6D,12,9.57930065725,0.10439175423971683
C27B627C2FD11EE1E3E850738720692BE2E3F4C6,11,9.786735031454546,0.10217912273970861
F2E6BB25D8D269C9737BD3789B11DC76C4FC56E7,10,9.7880609712,0.10216528104415779
EC033669FE506006F870BD8B12CB524A3ABC3693,10,9.800568332200001,0.10203489900830304
33ECD5899A91105BB4E51066EB138189BC3825AD,12,9.81356975075,0.10189971900118967
35F6C0359084C37EF6EB4061B694386910093B99,4,10.01010613725,0.09989904065839629
60C51D643048D0A426171BD0DEABD1689A89690F,2,10.0328779265,0.09967229815073142
9407FA25941C932473F8E2B1ECC5481E3AE15A71,2,10.035749447499999,0.09964377899541021
1B03AB3C744545B281D224127708A9EC7487E58C,4,10.0369322675,0.09963203629838584
9FEE83FBF0BD5A4D71519EFC16D0D438C203DD5A,2,10.0430516805,0.09957132869699764
FBE1E3ED324FA17379403ACFC3DD28FA882C6E65,1,10.04946508,0.09950778395062597
C268FE001A533B6F0860167381384363A790FD0D,2,10.0535017925,0.09946782928372368
2972B0DF619F73D1A5C8933AFF22AD8C9258F370,2,10.0578996435,0.09942433663535886
FBC2A3F682B507F1A3A5D4C44C8CBB6AF0860296,3,10.064320814666665,0.0993609025800039
6CC0A1531FF58D61DC9061C5B89BC0EFC07911FC,4,10.069954336,0.09930531625401802
B8F9204A348E0DBC85ABE5BC98936D6B84C01E45,1,10.080583344,0.09920060832543025
BB386AA0E7B37EB33516AEBB58CAE3574AF85D1F,10,10.084251519,0.0991645238236942
76F6DD3F07BF2E9FF5B0A188BC08D5A4EFCF40D9,1,10.085080452,0.0991563730958326
70DAC78498AFC6D766D860C433265A274D48B7D8,4,10.08883715475,0.09911945099928417
B03F0CB997F3428EF3968833BCA2F2A4F613A8EB,4,10.09243795075,0.0990840870045366
A8A2BF2709CA05755F881EBD939991AEA9F88CF1,1,10.092486456,0.09908361079895216
E2FC4DF9E7870FC8238136FACA07A120CC078A0C,5,10.103678236399999,0.09897385651072614
521D2A344E322B8BA76401C833A1EC74EA2BD075,4,10.1114666945,0.09889762091032124
2888677E39E38BF4EE64081BD43776FB4D507FCB,1,10.121324218,0.09880130094257593
2AB301F354A74F45AFB347B2C00CDCEB09CC719D,2,10.128596287,0.09873036417528998
410C1EBAF54C090F0A9132DFA9F79E0F480B2C06,4,10.133192709749999,0.09868558001840977
AEA26001DE9B15D4DAD32808712864E61AE52A17,2,10.134094431000001,0.09867679907748038
23DF4A8418762CEA4D24B7227AD125DF76D2BAF6,2,10.1420257395,0.09859963144298822
A9C7A884BD7D6E799EF5311BF9168E0105BCE416,2,10.1430332425,0.09858983758526314
43804074334AC6111233037EFE20105C516B0E9F,10,10.145863794099999,0.0985623324237329
64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,10,10.1581607977,0.09844301738425118
53406DE83381DD804632447F1BAED00CF28048E0,5,10.1594094832,0.098430917825848
B41EF50272A7A2398BA617D3C963986EBEBC5B2D,4,10.165600503,0.09837097175960112
B44FC7D70708095FBC30AF164410749483F96439,2,10.165999616,0.09836710975535806
DA37D2935EAE0A92DE55E86DB2E887B4F18575F0,10,10.180854148700002,0.09822358570255035
646D5C6384C84C2E660BF268D0A4EBC1FFBCEEA6,2,10.1848866275,0.09818469626357165
3CE85B466FF74142307B4B03DDACF17A52D46373,2,10.187737845000001,0.09815721755058568
