height,timestamp,chain_id,proposer_address,num_transactions,num_signatures,num_validators,unique_validator_addresses,max_voting_power,min_voting_power,total_voting_power,max_proposer_priority,max_priority_address,min_proposer_priority,min_priority_address,matches_min_priority,matches_prev_max_priority,proposer_rank_in_prev
181591,2025-04-29T09:49:50.269147231Z,bbn-1,35F6C0359084C37EF6EB4061B694386910093B99,71,100,100,100,58578606,520,1285313087,722275101,DC0802AD3262ECD784CE339D87073C836E31C69E,-1449819429,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,4.0
181592,2025-04-29T09:50:00.5524413Z,bbn-1,DC0802AD3262ECD784CE339D87073C836E31C69E,80,100,100,100,58578606,520,1285313087,730352222,60C51D643048D0A426171BD0DEABD1689A89690F,-1449818909,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181593,2025-04-29T09:50:10.63867431Z,bbn-1,60C51D643048D0A426171BD0DEABD1689A89690F,80,100,100,100,58578606,520,1285313087,734405271,06BE03F1B334FC3F7947D0D031F7DFA568005BD4,-1449818389,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181594,2025-04-29T09:50:20.830320957Z,bbn-1,33ECD5899A91105BB4E51066EB138189BC3825AD,72,100,100,100,58578606,520,1285313087,751015369,64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,-1449817869,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,7.0
181595,2025-04-29T09:50:30.973181687Z,bbn-1,64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,70,100,100,100,58578606,520,1285313087,769835015,718160E3538E0B0ED83D3B3DC4ECE83809FCD107,-1449817349,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181596,2025-04-29T09:50:41.06075364Z,bbn-1,6CC0A1531FF58D61DC9061C5B89BC0EFC07911FC,76,100,100,100,58578606,520,1285313087,790947897,718160E3538E0B0ED83D3B3DC4ECE83809FCD107,-1449816829,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181597,2025-04-29T09:50:51.141944108Z,bbn-1,3C70D8336DEE739BDF2D1C5A0FCA0A88B87B9A6D,66,100,100,100,58578606,520,1285313087,812060779,718160E3538E0B0ED83D3B3DC4ECE83809FCD107,-1449816309,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181598,2025-04-29T09:51:01.114882526Z,bbn-1,C27B627C2FD11EE1E3E850738720692BE2E3F4C6,79,100,100,100,58578606,520,1285313087,833173661,718160E3538E0B0ED83D3B3DC4ECE83809FCD107,-1449815789,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,3.0
181599,2025-04-29T09:51:11.19466847Z,bbn-1,718160E3538E0B0ED83D3B3DC4ECE83809FCD107,65,100,100,100,58578606,520,1285313087,837170665,3965C223E13AC66F8175C86E657D396C711964B7,-1449815269,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181600,2025-04-29T09:51:21.265744528Z,bbn-1,3965C223E13AC66F8175C86E657D396C711964B7,69,100,100,100,58578606,520,1285313087,847880284,CCB2909DCD316FC5E738DCDB1F14360F04B44320,-1449814749,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181601,2025-04-29T09:51:31.402660907Z,bbn-1,1A4B644C16A4A1904618F8D3C0F6A67223038390,82,100,100,100,58578606,520,1285313087,864470900,1A4B644C16A4A1904618F8D3C0F6A67223038390,-1449814229,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181602,2025-04-29T09:51:46.287325902Z,bbn-1,1A4B644C16A4A1904618F8D3C0F6A67223038390,74,100,100,100,58578606,520,1285313087,842559175,DA37D2935EAE0A92DE55E86DB2E887B4F18575F0,-1449813709,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181603,2025-04-29T09:51:56.797040462Z,bbn-1,DA37D2935EAE0A92DE55E86DB2E887B4F18575F0,69,100,100,100,58578606,520,1285313087,859768832,5295664886565F43A3074140551A755872BF6FFD,-1449813189,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181604,2025-04-29T09:52:07.339867087Z,bbn-1,5295664886565F43A3074140551A755872BF6FFD,87,100,100,100,58578606,520,1285313087,831628705,44C395A4A96C6D1A450ED33B5A8DDB359CEFED36,-1449812669,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181605,2025-04-29T09:52:17.65032851Z,bbn-1,44C395A4A96C6D1A450ED33B5A8DDB359CEFED36,71,100,100,100,58578606,520,1285313087,874482527,43804074334AC6111233037EFE20105C516B0E9F,-1449812149,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181606,2025-04-29T09:52:27.696433861Z,bbn-1,43804074334AC6111233037EFE20105C516B0E9F,77,100,100,100,58578606,520,1285313087,844095735,06BE03F1B334FC3F7947D0D031F7DFA568005BD4,-1449811629,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181607,2025-04-29T09:52:37.884466905Z,bbn-1,06BE03F1B334FC3F7947D0D031F7DFA568005BD4,65,100,100,100,58578606,520,1285313087,850716028,5D673308CA2B45E5222303836D833E0F70B1F9B0,-1449811109,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181608,2025-04-29T09:52:43.874985105Z,bbn-1,5D673308CA2B45E5222303836D833E0F70B1F9B0,66,100,100,100,58578606,520,1285313087,855463809,9C4CC8543DC684948490681118957942B29A9200,-1449810589,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181609,2025-04-29T09:52:54.004807225Z,bbn-1,9C4CC8543DC684948490681118957942B29A9200,68,100,100,100,58578606,520,1285313087,861203199,646D5C6384C84C2E660BF268D0A4EBC1FFBCEEA6,-1449810069,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181610,2025-04-29T09:53:04.265354527Z,bbn-1,646D5C6384C84C2E660BF268D0A4EBC1FFBCEEA6,74,100,100,100,58578606,520,1285313087,846590128,02D49D26C87ED7DC1E38D7BFE5B7FCDF5A3A3164,-1449809549,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181611,2025-04-29T09:53:14.920011416Z,bbn-1,2A3D40C3E7CE8D6B55077335CAB141C2E11AC254,69,100,100,100,58578606,520,1285313087,855027693,02D49D26C87ED7DC1E38D7BFE5B7FCDF5A3A3164,-1449809029,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,3.0
181612,2025-04-29T09:53:25.193649214Z,bbn-1,02D49D26C87ED7DC1E38D7BFE5B7FCDF5A3A3164,72,100,100,100,58578606,520,1285313087,862304682,3CE85B466FF74142307B4B03DDACF17A52D46373,-1449808509,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181613,2025-04-29T09:53:35.351677487Z,bbn-1,BB386AA0E7B37EB33516AEBB58CAE3574AF85D1F,69,100,100,100,58578606,520,1285313087,870742314,3CE85B466FF74142307B4B03DDACF17A52D46373,-1449807989,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,7.0
181614,2025-04-29T09:53:45.511952843Z,bbn-1,B03F0CB997F3428EF3968833BCA2F2A4F613A8EB,79,100,100,100,58578606,520,1285313087,879179946,3CE85B466FF74142307B4B03DDACF17A52D46373,-1449807469,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181615,2025-04-29T09:53:55.691316277Z,bbn-1,3CE85B466FF74142307B4B03DDACF17A52D46373,68,100,100,100,58578606,520,1285313087,881673603,B41EF50272A7A2398BA617D3C963986EBEBC5B2D,-1449806949,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181616,2025-04-29T09:54:05.983516004Z,bbn-1,B41EF50272A7A2398BA617D3C963986EBEBC5B2D,76,100,100,100,58578606,520,1285313087,888763104,F2E6BB25D8D269C9737BD3789B11DC76C4FC56E7,-1449806429,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181617,2025-04-29T09:54:16.664805633Z,bbn-1,F2E6BB25D8D269C9737BD3789B11DC76C4FC56E7,74,100,100,100,58578606,520,1285313087,939496622,EC033669FE506006F870BD8B12CB524A3ABC3693,-1449805909,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181618,2025-04-29T09:54:26.745264454Z,bbn-1,EC033669FE506006F870BD8B12CB524A3ABC3693,87,100,100,100,58578606,520,1285313087,897417673,F1961EEE75E5A1C8A11A5BF72FB368B990BDD289,-1449805389,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181619,2025-04-29T09:54:37.565227532Z,bbn-1,F1961EEE75E5A1C8A11A5BF72FB368B990BDD289,81,100,100,100,58578606,520,1285313087,904737427,D7076D16C2E91E0EB16753575AC3CEE3057781C0,-1449804869,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181620,2025-04-29T09:54:47.987346429Z,bbn-1,D7076D16C2E91E0EB16753575AC3CEE3057781C0,67,100,100,100,58578606,520,1285313087,911740810,C4EF42D72D69F4B58FFE2A58DB1335269842AC43,-1449804349,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181621,2025-04-29T09:54:53.821642694Z,bbn-1,3C70D8336DEE739BDF2D1C5A0FCA0A88B87B9A6D,85,100,100,100,58578606,520,1285313087,946669878,33ECD5899A91105BB4E51066EB138189BC3825AD,-1449803829,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,4.0
181622,2025-04-29T09:55:03.747704598Z,bbn-1,33ECD5899A91105BB4E51066EB138189BC3825AD,72,100,100,100,58578606,520,1285313087,947162383,410C1EBAF54C090F0A9132DFA9F79E0F480B2C06,-1449803309,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181623,2025-04-29T09:55:13.956101443Z,bbn-1,410C1EBAF54C090F0A9132DFA9F79E0F480B2C06,74,100,100,100,58578606,520,1285313087,937053313,C4EF42D72D69F4B58FFE2A58DB1335269842AC43,-1449802789,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181624,2025-04-29T09:55:24.038477554Z,bbn-1,64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,84,100,100,100,58578606,520,1285313087,951579525,70DAC78498AFC6D766D860C433265A274D48B7D8,-1449802269,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,4.0
181625,2025-04-29T09:55:34.118858088Z,bbn-1,C27B627C2FD11EE1E3E850738720692BE2E3F4C6,76,100,100,100,58578606,520,1285313087,971643800,70DAC78498AFC6D766D860C433265A274D48B7D8,-1449801749,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181626,2025-04-29T09:55:44.186595533Z,bbn-1,70DAC78498AFC6D766D860C433265A274D48B7D8,71,100,100,100,58578606,520,1285313087,962365816,C4EF42D72D69F4B58FFE2A58DB1335269842AC43,-1449801229,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181627,2025-04-29T09:55:54.211621603Z,bbn-1,C4EF42D72D69F4B58FFE2A58DB1335269842AC43,71,100,100,100,58578606,520,1285313087,970747587,913834357F92E577CDC02B1E682C65E86D016AE5,-1449800709,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181628,2025-04-29T09:56:00.309652432Z,bbn-1,913834357F92E577CDC02B1E682C65E86D016AE5,72,100,100,100,58578606,520,1285313087,857260284,DA37D2935EAE0A92DE55E86DB2E887B4F18575F0,-1449800189,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181629,2025-04-29T09:56:10.407583816Z,bbn-1,DA37D2935EAE0A92DE55E86DB2E887B4F18575F0,74,100,100,100,58578606,520,1285313087,874568897,5295664886565F43A3074140551A755872BF6FFD,-1449799669,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181630,2025-04-29T09:56:21.248091155Z,bbn-1,5295664886565F43A3074140551A755872BF6FFD,83,100,100,100,58578606,520,1285313087,914193610,44C395A4A96C6D1A450ED33B5A8DDB359CEFED36,-1449799149,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181631,2025-04-29T09:56:31.517591085Z,bbn-1,44C395A4A96C6D1A450ED33B5A8DDB359CEFED36,67,100,100,100,58578606,520,1285313087,889172248,43804074334AC6111233037EFE20105C516B0E9F,-1449798629,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181632,2025-04-29T09:56:41.582104467Z,bbn-1,43804074334AC6111233037EFE20105C516B0E9F,72,100,100,100,58578606,520,1285313087,850850845,5C78A0762F13B0B2A793E82D1A178EB45642234D,-1449798109,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181633,2025-04-29T09:56:51.819779254Z,bbn-1,5C78A0762F13B0B2A793E82D1A178EB45642234D,72,100,100,100,58578606,520,1285313087,760044630,23DF4A8418762CEA4D24B7227AD125DF76D2BAF6,-1449797589,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181634,2025-04-29T09:57:01.827661675Z,bbn-1,2A3D40C3E7CE8D6B55077335CAB141C2E11AC254,67,100,100,100,58578606,520,1285313087,768495386,23DF4A8418762CEA4D24B7227AD125DF76D2BAF6,-1449797069,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181635,2025-04-29T09:57:12.038290038Z,bbn-1,23DF4A8418762CEA4D24B7227AD125DF76D2BAF6,75,100,100,100,58578606,520,1285313087,771088900,53406DE83381DD804632447F1BAED00CF28048E0,-1449796549,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181636,2025-04-29T09:57:22.136178375Z,bbn-1,53406DE83381DD804632447F1BAED00CF28048E0,65,100,100,100,58578606,520,1285313087,744363730,BB386AA0E7B37EB33516AEBB58CAE3574AF85D1F,-1449796029,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181637,2025-04-29T09:57:32.011010383Z,bbn-1,BB386AA0E7B37EB33516AEBB58CAE3574AF85D1F,74,100,100,100,58578606,520,1285313087,742745160,9407FA25941C932473F8E2B1ECC5481E3AE15A71,-1449795509,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181638,2025-04-29T09:57:42.178574058Z,bbn-1,F2E6BB25D8D269C9737BD3789B11DC76C4FC56E7,75,100,100,100,58578606,520,1285313087,751212769,9407FA25941C932473F8E2B1ECC5481E3AE15A71,-1449794989,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,6.0
181639,2025-04-29T09:57:52.207451305Z,bbn-1,EC033669FE506006F870BD8B12CB524A3ABC3693,76,100,100,100,58578606,520,1285313087,759680378,9407FA25941C932473F8E2B1ECC5481E3AE15A71,-1449794469,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,4.0
181640,2025-04-29T09:58:03.090625574Z,bbn-1,3C70D8336DEE739BDF2D1C5A0FCA0A88B87B9A6D,77,100,100,100,58578606,520,1285313087,768147987,9407FA25941C932473F8E2B1ECC5481E3AE15A71,-1449793949,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,5.0
181641,2025-04-29T09:58:13.051948618Z,bbn-1,9407FA25941C932473F8E2B1ECC5481E3AE15A71,84,100,100,100,58578606,520,1285313087,754483808,FBC2A3F682B507F1A3A5D4C44C8CBB6AF0860296,-1449793429,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181642,2025-04-29T09:58:23.141458054Z,bbn-1,33ECD5899A91105BB4E51066EB138189BC3825AD,84,100,100,100,58578606,520,1285313087,765695920,FBC2A3F682B507F1A3A5D4C44C8CBB6AF0860296,-1449792909,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,5.0
181643,2025-04-29T09:58:33.293853861Z,bbn-1,FBC2A3F682B507F1A3A5D4C44C8CBB6AF0860296,73,100,100,100,58578606,520,1285313087,766075033,A9C7A884BD7D6E799EF5311BF9168E0105BCE416,-1449792389,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181644,2025-04-29T09:58:43.393032175Z,bbn-1,F42C7E49DF4F4D0993237959518415E473792392,66,100,100,100,58578606,520,1285313087,774513216,A9C7A884BD7D6E799EF5311BF9168E0105BCE416,-1449791869,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,2.0
181645,2025-04-29T09:58:49.250108303Z,bbn-1,C27B627C2FD11EE1E3E850738720692BE2E3F4C6,75,100,100,100,58578606,520,1285313087,782951399,A9C7A884BD7D6E799EF5311BF9168E0105BCE416,-1449791349,173A9B610463088D52B6EE6F476A483B111CCE2E,False,False,3.0
181646,2025-04-29T09:58:59.472472774Z,bbn-1,A9C7A884BD7D6E799EF5311BF9168E0105BCE416,81,100,100,100,58578606,520,1285313087,780783719,64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,-1449790829,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181647,2025-04-29T09:59:09.615673982Z,bbn-1,64CDACB04FB9C3B290579644F9EDBD05CB00BB7D,74,100,100,100,58578606,520,1285313087,787158227,521D2A344E322B8BA76401C833A1EC74EA2BD075,-1449790309,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181648,2025-04-29T09:59:19.676420365Z,bbn-1,521D2A344E322B8BA76401C833A1EC74EA2BD075,69,100,100,100,58578606,520,1285313087,787191318,2A1B3FEE6B29EA1828D427F0E5C3887CB7E64487,-1449789789,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181649,2025-04-29T09:59:30.385338314Z,bbn-1,2A1B3FEE6B29EA1828D427F0E5C3887CB7E64487,70,100,100,100,58578606,520,1285313087,788976755,671D816776E8C7FAE18DC122FB6DC231956C6D48,-1449789269,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181650,2025-04-29T09:59:40.834765506Z,bbn-1,671D816776E8C7FAE18DC122FB6DC231956C6D48,73,100,100,100,58578606,520,1285313087,805468455,E2FC4DF9E7870FC8238136FACA07A120CC078A0C,-1449788749,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
181651,2025-04-29T09:59:50.802460373Z,bbn-1,E2FC4DF9E7870FC8238136FACA07A120CC078A0C,81,100,100,100,58578606,520,1285313087,809884309,1B03AB3C744545B281D224127708A9EC7487E58C,-1449788229,173A9B610463088D52B6EE6F476A483B111CCE2E,False,True,1.0
